date,true_mag,true_dir,pred_online_mag,pred_online_dir,pred_lstm_mag,correct_online_dir,rolling_acc_online
2024-08-07,-0.0015071090237845919,0,-0.0018437748664707648,0,-0.00038260675501078367,1,0.98
2024-08-08,-0.001481655168975804,0,-0.0016266508216002064,0,-0.00033182435436174273,1,0.98
2024-08-09,-0.000988822001354972,0,-0.0015691740551904544,0,-0.0003233529278077185,1,0.98
2024-08-12,-0.0011927501628369308,0,-0.0013156441597586025,0,-0.0003014850663021207,1,0.98
2024-08-13,-0.0016368886822697437,0,-0.0013069459215229895,0,-0.0003238191711716354,1,0.98
2024-08-14,-0.00042825878726027167,0,-0.0014733923151869096,0,-0.00028831325471401215,1,0.98
2024-08-15,5.393771719131024e-05,1,-0.0010193195944469462,0,-0.00027511868393048644,0,0.96
2024-08-16,0.0005427892967111436,1,-0.0006238452161695758,0,-0.0002653789706528187,0,0.94
2024-08-19,0.0007610660158301474,1,-0.0001685719471420781,1,-0.0002707812236621976,1,0.94
2024-08-20,0.000755079359740396,1,0.0001372168072407605,1,-0.00025628251023590565,1,0.94
2024-08-21,0.00020392633938270954,1,0.00029989594580825436,1,-0.00026183854788541794,1,0.94
2024-08-22,0.001032566087974196,1,0.00016924705680168212,1,-0.00027551501989364624,1,0.94
2024-08-23,0.0012052548250554018,1,0.000470788629416255,1,-0.00026541645638644695,1,0.94
2024-08-26,0.0011342063826942361,1,0.000686511462006188,1,-0.00025450345128774643,1,0.94
2024-08-27,0.0002579512733813516,1,0.0008177680772556228,1,-0.00025344372261315584,1,0.94
2024-08-28,0.0007706619302594309,1,0.0005942850193553075,1,-0.0002534879604354501,1,0.94
2024-08-29,-0.00013441923979984338,0,0.0006211771634258943,1,-0.00025483162607997656,0,0.92
2024-08-30,0.00013372444713866116,1,0.0003178232498046673,0,-0.00028233270859345794,0,0.9
2024-09-01,-0.0002465991584048588,0,0.000251529663170614,1,-0.0003225260879844427,0,0.88
2024-09-02,-0.0009764916225218911,0,6.161164702110572e-05,0,-0.0003342010313645005,1,0.88
2024-09-03,-0.0007191329277066449,0,-0.0002825106929816934,0,-0.0003457233542576432,1,0.88
2024-09-04,-0.0001201595823300261,0,-0.0003861946174372363,0,-0.0003846347681246698,1,0.88
2024-09-05,-0.0010930007245019135,0,-0.0002763304105565334,0,-0.0003927803481929004,1,0.88
2024-09-06,-0.0005530965010107636,0,-0.0005932455101036144,0,-0.0004287731717340648,1,0.88
2024-09-09,-0.0005758617824312973,0,-0.0005436713578029675,0,-0.00044246856123209,1,0.88
2024-09-10,-0.00022664582356524132,0,-0.0005074313979252105,0,-0.0004204037832096219,1,0.88
2024-09-11,0.0010405585523292071,1,-0.00041071161683001585,0,-0.00042475719237700105,0,0.86
2024-09-12,0.002038681591369773,1,0.00017713596924492768,1,-0.00043446896597743034,1,0.86
2024-09-13,0.0020364831422683416,1,0.0008395047419953471,1,-0.0004097844357602298,1,0.86
2024-09-16,0.001802483661118126,1,0.0012282043321640843,1,-0.00034895812859758735,1,0.86
2024-09-17,0.0014319553611104041,1,0.0013714585348286506,1,-0.00033860496478155255,1,0.86
2024-09-18,0.002172069048944847,1,0.0012671525505776732,1,-0.0003571067936718464,1,0.86
2024-09-19,0.0021838121917863162,1,0.001540353168346302,1,-0.0003792832721956074,1,0.86
2024-09-20,0.001666075542771539,1,0.0017755735503820148,1,-0.0003852074733003974,1,0.86
2024-09-23,0.003029413120159141,1,0.0016701689974180558,1,-0.00037128926487639546,1,0.86
2024-09-24,0.0024937332852124072,1,0.0022411754512274883,1,-0.00030292541487142444,1,0.86
2024-09-25,0.002752099176121181,1,0.0022704823580858933,1,-0.00034133001463487744,1,0.88
2024-09-26,0.002261389709871997,1,0.0023957970311017417,1,-0.00032004964305087924,1,0.88
2024-09-27,0.0018112143865434138,1,0.0022646572849259173,1,-0.00033966772025451064,1,0.88
2024-09-30,0.002048487754164885,1,0.002064611592340125,1,-0.000375297327991575,1,0.88
2024-10-01,0.00216632440971698,1,0.0020701314964872075,1,-0.0003998608444817364,1,0.88
2024-10-02,0.002660530656351856,1,0.0021423339911666697,1,-0.00042814580956473947,1,0.88
2024-10-03,0.002498217196958752,1,0.0023404321793341837,1,-0.00048428913578391075,1,0.88
2024-10-04,0.002010613226486324,1,0.0024057896651334446,1,-0.0005321396165527403,1,0.88
2024-10-07,0.0004933183565734023,1,0.0022549609671160486,1,-0.0005762582877650857,1,0.88
2024-10-08,0.0005500250743364354,1,0.0015221129114066038,1,-0.0005297379102557898,1,0.88
2024-10-09,0.0011209984797051487,1,0.0012274564546190117,1,-0.0004787539364770055,1,0.88
2024-10-10,0.0016159067028549412,1,0.0012272555174887194,1,-0.0005447312141768634,1,0.88
2024-10-11,0.0011111596163055903,1,0.0014309913613318147,1,-0.000571385258808732,1,0.88
2024-10-14,0.0015278280291661783,1,0.0012953258433797854,1,-0.0006028306088410318,1,0.88
2024-10-15,0.0017018400764670094,1,0.0014073512834664342,1,-0.0006284148548729718,1,0.88
2024-10-16,0.0014410694903355115,1,0.00151437757458382,1,-0.0006182990036904812,1,0.88
2024-10-17,0.0028885258117277157,1,0.0014424999118578944,1,-0.000671322108246386,1,0.88
2024-10-18,0.003651907324027537,1,0.0021271467543213813,1,-0.0005600965232588351,1,0.88
2024-10-21,0.0045045841476352155,1,0.0028388731248167923,1,-0.00048286706442013383,1,0.88
2024-10-22,0.0031280313698551776,1,0.003694840657979249,1,-0.00041244347812607884,1,0.88
2024-10-23,0.0029768138144772305,1,0.0033345696699287252,1,-0.00042536307591944933,1,0.9
2024-10-24,0.00285949706914268,1,0.0030957517983357797,1,-0.0004991479218006134,1,0.92
2024-10-25,0.002985315694851609,1,0.0029680572605013528,1,-0.00046204670798033476,1,0.92
2024-10-28,0.0033239066801782347,1,0.0030166624226550857,1,-0.0004916118341498077,1,0.92
2024-10-29,0.0030034033901418233,1,0.0031131950694561336,1,-0.000595778226852417,1,0.92
2024-10-30,0.0016279145903326242,1,0.0030553032243366,1,-0.0006070116651244462,1,0.92
2024-10-31,0.0014595651329454284,1,0.002415089149738118,1,-0.0005781241925433278,1,0.92
2024-11-01,0.0013407264760982862,1,0.0019736163595774356,1,-0.0004844011855311692,1,0.92
2024-11-04,0.001464495841156932,1,0.0016940180185099954,1,-0.0004744864418171346,1,0.92
2024-11-05,-1.4986078238021783e-05,0,0.0015657199025798146,1,-0.0006057411665096879,0,0.9
2024-11-06,0.0005072285137825983,1,0.0008623701051545011,0,-0.0006460246513597667,0,0.9
2024-11-07,9.020154249794743e-05,1,0.0007883545570291028,1,-0.000643918348941952,1,0.92
2024-11-08,-0.0007411849884715327,0,0.0005045330871013476,1,-0.0006892762030474842,0,0.92
2024-11-11,-0.0005733665503467877,0,-4.8820411995910576e-05,0,-0.0007202489068731666,1,0.92
2024-11-12,-0.0006527474045630033,0,-0.00029931160485434426,0,-0.0007091194856911898,1,0.92
2024-11-13,-0.0007248675028178608,0,-0.0003905812483553773,0,-0.0006455799448303878,1,0.92
2024-11-14,-0.0008394663329605034,0,-0.00047157631330434603,0,-0.0006083168555051088,1,0.92
2024-11-15,-2.8105411459811158e-05,0,-0.0006311586235574581,0,-0.0005888573941774666,1,0.92
2024-11-18,1.0430175347408976e-05,1,-0.000268259388457669,0,-0.0005643884651362896,0,0.9
2024-11-19,-0.00024559383707067894,0,-0.00013373665726842601,1,-0.0005487573798745871,0,0.88
2024-11-20,-0.0002974873070679118,0,-0.00011712079548359875,0,-0.00047691899817436934,1,0.9
2024-11-21,0.00010436857558882018,1,-0.00022874971340365553,0,-0.00042300019413232803,0,0.88
2024-11-22,-0.0009885681842684013,0,-4.210033172072735e-05,1,-0.0004173393244855106,0,0.86
2024-11-25,-0.0007890278330582312,0,-0.0004468192496549098,0,-0.00042792310705408454,1,0.86
2024-11-26,-0.0008763192486105353,0,-0.0005698046442900342,0,-0.0003659709473140538,1,0.86
2024-11-27,-0.00032089736518603473,0,-0.0006656546840602984,0,-0.0003664646064862609,1,0.86
2024-11-29,-0.000554654453345127,0,-0.00045651182789283815,0,-0.0003795952652581036,1,0.86
2024-12-02,8.022206691848943e-05,1,-0.000518665120313291,0,-0.0003594800946302712,0,0.84
2024-12-03,0.0004985803540402678,1,-0.000244300369735532,1,-0.00033868715399876237,1,0.84
2024-12-04,0.00010492990842325689,1,9.216947146455375e-05,1,-0.0003759572864510119,1,0.84
2024-12-05,0.0001573364072549044,1,6.821890240100832e-05,1,-0.00039538188138976693,1,0.84
2024-12-06,0.0011654926765249929,1,8.259232060682262e-05,1,-0.00036576477577909827,1,0.84
2024-12-09,0.0012579871606179793,1,0.0005624591417746276,1,-0.00038039893843233585,1,0.84
2024-12-10,0.0014265650068154834,1,0.0008959139739729761,1,-0.0004300330183468759,1,0.84
2024-12-11,5.2105336907803945e-05,1,0.0010875038768270186,1,-0.0004010592238046229,1,0.84
2024-12-12,-0.0005338071337426253,0,0.0005632567398358338,1,-0.00037000159500166774,0,0.82
2024-12-13,-0.000482788028480563,0,5.482062480152609e-05,0,-0.00036609184462577105,1,0.82
2024-12-16,-0.000597850075900408,0,-0.00014447984910121605,0,-0.0003811408532783389,1,0.82
2024-12-17,-0.0007640844243307354,0,-0.0003455652947484841,0,-0.00044659944251179695,1,0.82
2024-12-18,-0.0020591429480245615,0,-0.000567022311247046,0,-0.000495957094244659,1,0.82
2024-12-19,-0.0014470922503243555,0,-0.001197850669630551,0,-0.0004866202361881733,1,0.82
2024-12-20,-0.001181935493684283,0,-0.0012312151666839931,0,-0.00046071712858974934,1,0.82
2024-12-23,-0.0010547449422361188,0,-0.00122163072428163,0,-0.00047804851783439517,1,0.82
2024-12-24,-0.0009411244354341486,0,-0.0011330109244333101,0,-0.0005114682135172188,1,0.82
2024-12-26,-0.001327415286961231,0,-0.0010623513155983704,0,-0.0005110641941428185,1,0.82
2024-12-27,-0.001695078568284103,0,-0.0011125661972267297,0,-0.00046941888285800815,1,0.82
2024-12-30,-0.001815507324015475,0,-0.0013498590429786932,0,-0.0004780525341629982,1,0.82
2024-12-31,-0.0011014385665536475,0,-0.001541035151861354,0,-0.00047207233728840947,1,0.82
2025-01-02,-0.0009024569843267827,0,-0.001288101490416811,0,-0.0004808131488971412,1,0.82
2025-01-03,-0.0003539417127390587,0,-0.0010956782132704604,0,-0.0004592106561176479,1,0.82
2025-01-06,-0.00023937020572950551,0,-0.0006725641617087292,0,-0.00041688524652272463,1,0.82
2025-01-07,-0.00022794771037826234,0,-0.0005261875432219684,0,-0.00038891390431672335,1,0.82
2025-01-08,0.00010638275365604244,1,-0.000442861462953607,0,-0.00039020745316520333,0,0.8
2025-01-09,0.000404131121445106,1,-0.00024346814494704565,1,-0.00038825947558507323,1,0.8
2025-01-10,-0.000620157507502217,0,6.2120679370623825e-06,1,-0.0003563942154869437,0,0.78
2025-01-13,-0.0005589268749710552,0,-0.0003053961440199075,0,-0.0003432017983868718,1,0.78
2025-01-14,0.0006472614018349088,1,-0.00038833836855811736,0,-0.00034851295640692115,0,0.76
2025-01-15,0.0008220772148452848,1,0.00010905805354959772,1,-0.0003406029427424073,1,0.76
2025-01-16,0.00020819761325663322,1,0.00035194478687266195,1,-0.0003522081533446908,1,0.76
2025-01-17,0.0005588114789032428,1,0.00020303495092837515,1,-0.0003532805712893605,1,0.78
2025-01-21,0.00046470046279933896,1,0.00031463982783065946,1,-0.0003295070491731167,1,0.8
2025-01-22,-0.00026150551721981774,0,0.00032927214157188066,1,-0.00033366738352924585,0,0.78
2025-01-23,9.136943172927126e-05,1,3.779748012999442e-05,0,-0.0003587405080907047,0,0.78
2025-01-24,-0.000687466275038684,0,4.6709458414362286e-05,1,-0.0003821525606326759,0,0.76
2025-01-27,-0.00019176396849407418,0,-0.00026496562482886013,0,-0.00037655862979590893,1,0.76
2025-01-28,0.0003262460312369875,1,-0.00014306074538850702,0,-0.00039875786751508713,0,0.74
2025-01-29,0.0015520134110034167,1,7.859952340184767e-05,1,-0.0004083134699612856,1,0.74
2025-01-30,0.0012724261508179069,1,0.0006945777853800761,1,-0.000422538782004267,1,0.74
2025-01-31,0.0014930051654016285,1,0.0008527382294089403,1,-0.0004499612841755152,1,0.76
2025-02-03,0.0019410641662132022,1,0.0011105413254927264,1,-0.0004327879287302494,1,0.78
2025-02-04,0.0018310272555079887,1,0.0013770757752040231,1,-0.00040616607293486595,1,0.78
2025-02-05,0.0014216239666977604,1,0.0014883346115911096,1,-0.0004467907710932195,1,0.8
2025-02-06,0.0011931128275810554,1,0.0014223621861557934,1,-0.00047882850049063563,1,0.82
2025-02-07,0.0012023583640767832,1,0.0012906707764770294,1,-0.00045678397873416543,1,0.82
2025-02-10,0.0009955780172048456,1,0.001305704450429566,1,-0.00046212022425606847,1,0.82
2025-02-11,0.001423311391376636,1,0.0011451080018082082,1,-0.0004970009322278202,1,0.82
2025-02-12,0.0013185544832818863,1,0.0012551800597421464,1,-0.000492199556902051,1,0.82
2025-02-13,0.0014035549980304651,1,0.0012108147863275243,1,-0.0005021780380047858,1,0.84
2025-02-14,0.0018701225527444354,1,0.0013106294479133661,1,-0.0005111996433697641,1,0.84
2025-02-18,0.001482858069665749,1,0.0015589066110629983,1,-0.000502801442053169,1,0.84
2025-02-19,0.0018711162821256622,1,0.0014698726038777693,1,-0.0005019442178308964,1,0.84
2025-02-20,0.0013432710458387565,1,0.0016517648266185679,1,-0.0005355135072022676,1,0.84
2025-02-21,0.0010551302337677981,1,0.0015148893465412438,1,-0.0005649614613503218,1,0.84
2025-02-24,0.0002489843469266617,1,0.0013354856234090691,1,-0.0005643966142088175,1,0.84
2025-02-25,0.0006757495745968178,1,0.0008646785883896863,1,-0.0005380859947763383,1,0.84
2025-02-26,0.00035135461260837886,1,0.0008752089760519837,1,-0.0005500537808984518,1,0.86
2025-02-27,-0.00026140670551211276,0,0.0006218007229929337,1,-0.0005647108191624284,0,0.84
2025-02-28,0.000544572807819943,1,0.0002542959294491313,0,-0.0005733885336667299,0,0.82
2025-03-03,0.0005968934709259521,1,0.00042952088501891104,1,-0.0005965811433270574,1,0.82
2025-03-04,0.0013152421694218042,1,0.0005155581465009317,1,-0.0005992883816361427,1,0.82
2025-03-05,0.0014721061123756929,1,0.0009244582977828114,1,-0.0005895324284210801,1,0.82
2025-03-06,0.0009076769687912378,1,0.0011406983528707642,1,-0.0005496417288668454,1,0.82
2025-03-07,0.0006064604467006518,1,0.0010113463514681504,1,-0.0005756750470027328,1,0.82
2025-03-10,0.0011887491997815136,1,0.000801582991984599,1,-0.0005728651885874569,1,0.82
2025-03-11,0.0017307387277523123,1,0.0010513431304645584,1,-0.0005804962711408734,1,0.82
2025-03-12,0.002221247042460739,1,0.0013536062181801662,1,-0.0005756333121098578,1,0.82
2025-03-13,0.00227051692700031,1,0.0017763684547264797,1,-0.0005468002636916935,1,0.82
2025-03-14,0.0020738943826859035,1,0.002021277659741727,1,-0.0004905365058220923,1,0.82
2025-03-17,0.002497699344991,1,0.00194978676681395,1,-0.0005219049635343254,1,0.82
2025-03-18,0.0018234136182173621,1,0.002173705339143417,1,-0.0005537400720641017,1,0.82
2025-03-19,0.0015576673270141228,1,0.0019099083626349551,1,-0.0005825746920891106,1,0.82
2025-03-20,0.0010220023412912393,1,0.001720928864065777,1,-0.0005365337710827589,1,0.82
2025-03-21,0.0009546527592443343,1,0.0014262125088708485,1,-0.00047696795081719756,1,0.84
2025-03-24,0.0014730867665730951,1,0.0012710197034349945,1,-0.0005002715042792261,1,0.84
2025-03-25,0.0014547946232235098,1,0.0013581880199101963,1,-0.000550546741578728,1,0.86
2025-03-26,0.0022204845054176747,1,0.001395053824512491,1,-0.0006127050728537142,1,0.86
2025-03-27,0.0020598554761628307,1,0.0018149224239751998,1,-0.0005693240673281252,1,0.88
2025-03-28,0.0017985236522348735,1,0.0019251198503970105,1,-0.0005234948475845158,1,0.88
2025-03-31,0.001452637960307035,1,0.001842866388407044,1,-0.0005612100358121097,1,0.88
2025-04-01,0.0017287199232880468,1,0.0015969478951494732,1,-0.0005620695883408189,1,0.88
2025-04-02,-0.000864795167558885,0,0.0017253987863835771,1,-0.0005814774776808918,0,0.86
2025-04-03,-0.0034344566346207195,0,0.0004311781870921655,0,-0.0004642325802706182,1,0.88
2025-04-04,-0.0029834751847779284,0,-0.00150108923210114,0,-0.00034101458732038736,1,0.9
2025-04-07,-0.002821072073552866,0,-0.002188162099451143,0,-0.000389054068364203,1,0.92
2025-04-08,-0.002043924507108774,0,-0.0023940097269518957,0,-0.0004923578817397356,1,0.92
2025-04-09,-0.0016547534205947345,0,-0.002002705639492699,0,-0.00045790488366037607,1,0.94
2025-04-10,-0.0005012361530655207,0,-0.0017421359186873533,0,-0.0004063235246576369,1,0.94
2025-04-11,-0.00023909944895239565,0,-0.0009735311490944081,0,-0.00036284723319113255,1,0.94
2025-04-14,-0.00010685307196955929,0,-0.0006343688000887648,0,-0.00035834271693602204,1,0.94
2025-04-15,0.0005525240084063299,1,-0.000402870942414293,0,-0.0003503190237097442,0,0.92
2025-04-16,4.541529128521127e-05,1,-1.507266288272293e-05,1,-0.0003760185791179538,1,0.92
2025-04-17,9.295892354965751e-05,1,8.800838081373336e-05,1,-0.0004049665294587612,1,0.92
2025-04-21,0.0004586572082301288,1,0.00018732319132421416,1,-0.00038490211591124535,1,0.92
2025-04-22,0.0010601478634504335,1,0.0002935788680948936,1,-0.00035964889684692025,1,0.92
2025-04-23,0.0009838897866394358,1,0.0006745834431246969,1,-0.00038855866296216846,1,0.92
2025-04-24,0.0004802809981609979,1,0.0007067710474740118,1,-0.00035480200313031673,1,0.92
2025-04-25,0.0006134489894191741,1,0.0005220581723337846,1,-0.00028587947599589825,1,0.92
2025-04-28,0.0009880480282797865,1,0.0004749087014444915,1,-0.00024940259754657745,1,0.92
2025-04-29,0.000240673238362632,1,0.0007029729590578169,1,-0.00021935440599918365,1,0.92
2025-04-30,-0.00010981891874994876,0,0.00041131600717053023,1,-0.00019708031322807074,0,0.9
2025-05-01,-0.0003070426423009698,0,0.00010420373808046298,0,-0.00018889177590608597,1,0.9
2025-05-02,-9.210643562651555e-05,0,-2.9952375725299825e-05,0,-0.00020928960293531418,1,0.9
2025-05-05,0.000777630302720711,1,-1.1682617873518362e-06,0,-0.00025948905386030674,0,0.88
2025-05-06,0.00018937716436928653,1,0.00039263655059626815,1,-0.00029305374482646585,1,0.88
2025-05-07,1.730547372091884e-05,1,0.0002446535473207329,1,-0.00038286560447886586,1,0.88
2025-05-08,0.0003003492607298597,1,0.0001251992789969293,1,-0.0004372518160380423,1,0.88
2025-05-09,1.4097164878767998e-05,1,0.0002529137032996067,1,-0.00038876989856362343,1,0.9
2025-05-12,0.0004680115451474176,1,0.00013331124608545206,1,-0.0004232670762576163,1,0.92
2025-05-13,-0.000172642996135286,0,0.00026036616159446057,1,-0.00048403459368273616,0,0.9
2025-05-14,5.790307161923636e-05,1,8.311462312055565e-05,0,-0.0004944673855789006,0,0.88
2025-05-15,-0.00025496742724095967,0,0.00012529483997390998,1,-0.0004781459574587643,0,0.86
2025-05-16,-0.00010106630371964354,0,-5.754981052307288e-05,0,-0.00044952513417229056,1,0.86
2025-05-19,0.0005387389594042613,1,-4.356971155062307e-05,0,-0.0005025959108024836,0,0.84
2025-05-20,0.0009719827268022119,1,0.00018883792024054004,1,-0.0005132290534675121,1,0.84
2025-05-21,0.0005338457640122751,1,0.0006189268268953807,1,-0.0004596092621795833,1,0.84
2025-05-22,0.0008884582624730797,1,0.0005174129431837192,1,-0.0004841393674723804,1,0.84
2025-05-23,0.0008467151024267316,1,0.0006641623420590142,1,-0.0005007729632779956,1,0.84
2025-05-25,0.0008054017014735848,1,0.000740274666502897,1,-0.0005536027601920068,1,0.84
2025-05-26,0.0005241106802233997,1,0.0007117248584430724,1,-0.0005815305630676448,1,0.84
2025-05-27,0.00036413155124592755,1,0.000613583443097275,1,-0.0005817362107336521,1,0.84
2025-05-28,0.00060233964810541,1,0.0004953714109294818,1,-0.0005918660317547619,1,0.84
2025-05-29,0.00020943318589239368,1,0.0005794402568605342,1,-0.0005980997812002897,1,0.84
2025-05-30,0.001782204603262283,1,0.0003904477963059607,1,-0.0006109786918386817,1,0.84
2025-06-02,0.0016658999838889965,1,0.0010890159842045879,1,-0.0005887265433557332,1,0.84
2025-06-03,0.0016255408892840162,1,0.001301718728661749,1,-0.0005495981313288212,1,0.84
2025-06-04,0.002664308103883295,1,0.0014393751097951327,1,-0.0005634981789626181,1,0.84
2025-06-05,0.0028888931451034328,1,0.0019871499777590843,1,-0.00046853243838995695,1,0.84
2025-06-06,0.003407524782206295,1,0.0024256218729207415,1,-0.0005456567159853876,1,0.84
2025-06-09,0.0031462048543631216,1,0.002842049213898756,1,-0.0005337477196007967,1,0.84
2025-06-10,0.002683464379571232,1,0.0029391722611048173,1,-0.0005085469456389546,1,0.84
2025-06-11,0.002624595910792449,1,0.0027604688571809814,1,-0.0005658540758304298,1,0.86
2025-06-12,0.0025918931519441912,1,0.0026310329031336184,1,-0.0005682337214238942,1,0.86
2025-06-13,0.0025907568930712,1,0.002652797961376712,1,-0.0005661011091433465,1,0.86
2025-06-16,0.0031522828301688843,1,0.0025322204527568155,1,-0.0005934360669925809,1,0.86
2025-06-17,0.0028256540968998323,1,0.002922947984335408,1,-0.0006020598812028766,1,0.86
2025-06-18,0.002230111070351315,1,0.0028784156428732287,1,-0.0006119447643868625,1,0.86
